actor_id,name,birthYear,deathYear,primaryProfession
nm0215924,Alika Del Sol,\N,\N,actress
nm0216016,Ken Del Vecchio,\N,\N,"producer,writer,actor"
nm0216069,Christophe Delachaux,\N,\N,actor
nm0216117,Pavel Delong,1970,\N,"actor,director,producer"
nm0216897,Alberto Delgado,\N,\N,actor
nm0216992,Lautaro Delgado,\N,\N,actor
nm0217137,Joe Delia,\N,\N,"composer,soundtrack,music_department"
nm0217454,Ruby Larocca,1981,\N,"actress,producer,director"
nm0217716,Michael DeLorenzo,1959,\N,"actor,director,writer"
nm0218615,Pascal Demolon,1964,\N,"actor,director,producer"
nm0218884,Marie Denarnaud,1978,\N,actress
nm0218942,Denden,1950,\N,actor
nm0219070,Tony Denham,\N,\N,actor
nm0219206,Alexis Denisof,1966,\N,"actor,soundtrack"
nm0219301,Tony Denman,1979,\N,"actor,writer,art_director"
nm0219465,Hugh Dennis,1962,\N,"actor,writer,producer"
nm0219499,Les Dennis,1954,\N,"actor,soundtrack"
nm0219835,James Denton,1963,\N,"actor,producer,writer"
nm0219943,Ajinkya Deo,1960,\N,"actor,producer,director"
nm0219967,Bobby Deol,1969,\N,"actor,soundtrack,music_department"
nm0219990,Kassie Wesley DePaiva,1961,\N,"actress,producer,composer"
nm0220017,Julie Depardieu,1973,\N,"actress,soundtrack,director"
nm0220183,Émilie Dequenne,1981,\N,"actress,soundtrack"
nm0220888,Daniel DeSanto,\N,\N,"actor,producer,casting_department"
nm0220895,Juan Carlos Desanzo,1938,\N,"cinematographer,director,writer"
nm0221029,Patrick Descamps,1956,\N,"actor,soundtrack"
nm0221131,Jo Deseure,\N,\N,actress
nm0221218,Makrand Deshpande,1966,\N,"actor,script_department,writer"
nm0221289,Denys Desjardins,\N,\N,"writer,director,editor"
nm0221529,Sharda Desoares,\N,\N,actress
nm0221835,Manos Destounis,1937,\N,"actor,director,writer"
nm0222144,Rahul Dev,1968,\N,actor
nm0222150,Prabhu Deva,1973,\N,"actor,miscellaneous,director"
nm0222161,Devaki,\N,\N,"actress,producer"
nm0222181,Devan,1952,\N,actor
nm0222426,Ajay Devgn,1969,\N,"actor,producer,director"
nm0222643,Loretta Devine,1949,\N,"actress,soundtrack,producer"
nm0222881,Tony Devon,1951,2022,"actor,producer,writer"
nm0223464,Valentijn Dhaenens,1976,\N,"actor,writer"
nm0223499,Ayesha Dharker,1977,\N,actress
nm0223521,Anil Dhawan,1947,\N,actor
nm0223563,Poonam Dhillon,1962,\N,"actress,music_department"
nm0223748,Franz Di Cioccio,1946,\N,"actor,composer"
nm0223973,Francesco Di Leva,1978,\N,"actor,writer,producer"
nm0224919,Sônia Dias,\N,\N,"actress,costume_designer,producer"
nm0225483,Kate Dickie,1971,\N,"actress,producer"
nm0225766,Katerina Didaskalou,1960,\N,actress
nm0225963,John Diehl,1950,\N,"actor,producer"
nm0226179,Lucas Dietens,\N,\N,actor
nm0227178,Angela DiMarco,\N,\N,"actress,producer,casting_director"
nm0227648,Geremy Dingle,\N,\N,"actor,soundtrack"
nm0227759,Peter Dinklage,1969,\N,"actor,producer,soundtrack"
nm0227867,Thunderbird Dinwiddie,1973,\N,"actress,miscellaneous,camera_department"
nm0227885,Pasta Dioguardi,1961,\N,actor
nm0227918,Hal Dion,\N,\N,"actor,writer,production_designer"
nm0227997,Mónica Dionne,\N,\N,actress
nm0228124,Nicolas diPierro,\N,\N,"actor,producer,music_department"
nm0228171,Kim Director,\N,\N,actress
nm0228286,Patrick Disanto,\N,\N,"writer,editor,cinematographer"
nm0228356,Ben Diskin,1982,\N,"actor,sound_department,miscellaneous"
nm0228717,Pascal White,1970,\N,"actor,camera_department,producer"
nm0228807,Dianne Oyama Dixon,1954,\N,actress
nm0228991,Terrell Dixon,\N,\N,actor
nm0229105,Youssouf Djaoro,\N,\N,actor
nm0229314,Nikola Djuricko,1974,\N,"actor,director,writer"
nm0229422,DMX,1970,2021,"music_artist,soundtrack,actor"
nm0229810,Fyodor Dobronravov,1961,\N,"actor,producer"
nm0229928,Paul Dobson,1969,\N,"actor,miscellaneous"
nm0230058,Ali Afshar,\N,\N,"actor,producer,writer"
nm0230155,Megan Dodds,1970,\N,"actress,writer"
nm0230243,Evgenia Dodina,1964,\N,"actress,soundtrack"
nm0230301,Mark Dodson,1960,\N,"actor,miscellaneous"
nm0230804,Julie Dolan,\N,\N,"actress,soundtrack"
nm0231405,Renee Domenz,\N,\N,"actress,producer,writer"
nm0231439,Francesco Maria Dominedò,\N,\N,"actor,writer,director"
nm0231458,Colman Domingo,1969,\N,"actor,producer,director"
nm0231979,Patrick G. Donahue,\N,\N,"actor,director,stunts"
nm0232721,Jamie Donnelly,1947,\N,"actress,soundtrack,miscellaneous"
nm0232849,Janet Donofrio,\N,\N,actress
nm0232953,Brian Donovan,1967,\N,"actor,producer,director"
nm0232998,Jeffrey Donovan,1968,\N,"actor,producer,director"
nm0233036,Michael Donovan,1953,\N,"actor,miscellaneous,casting_director"
nm0233104,David Dontoh,\N,\N,actor
nm0233107,Sergey Dreyden,1941,2023,actor
nm0233115,Vince Donvito,\N,\N,actor
nm0233238,Mike Dooly,\N,\N,actor
nm0233277,Jeffrey Doornbos,1967,\N,"actor,producer,director"
nm0233391,Matt Doran,1976,\N,"actor,cinematographer,director"
nm0233949,Marcin Dorocinski,1973,\N,actor
nm0234540,Michele Dotrice,1948,\N,"actress,soundtrack"
nm0234715,Paul Doucet,\N,\N,"actor,soundtrack"
nm0234748,Antoine Douchet,1967,\N,"actor,director,writer"
nm0234793,Miles Dougal,1966,\N,"actor,cinematographer,miscellaneous"
nm0235006,D.C. Douglas,\N,\N,"actor,editor,writer"
nm0235103,Jason Douglas,\N,\N,actor
nm0235426,Behzad Dorani,\N,\N,"actor,camera_department,cinematographer"
nm0235427,Gary Dourdan,1966,\N,"actor,producer,soundtrack"
nm0235435,Chris Douridas,1962,\N,"music_department,actor,producer"
nm0235461,Mélanie Doutey,1978,\N,"actress,soundtrack,director"
nm0235652,Ann Dowd,1956,\N,"actress,soundtrack"
nm0235793,Mahmoud Dowlatabadi,1940,\N,"writer,actor"
nm0236564,Dr. Dre,1965,\N,"music_artist,soundtrack,actor"
nm0236636,Maria Drakopoulou,\N,\N,"actress,writer,set_decorator"
nm0236816,Joséphine Draï,1983,\N,"actress,writer,composer"
nm0237164,Polly Draper,1955,\N,"actress,writer,producer"
nm0237689,Michael Drew,\N,\N,actor
nm0238475,Léa Drucker,1972,\N,"actress,director,writer"
nm0238776,Kathryn Drysdale,1981,\N,"actress,soundtrack,producer"
nm0239294,Ellen Dubin,\N,\N,"actress,sound_department,casting_department"
nm0239498,Franck Dubosc,1963,\N,"actor,writer,producer"
nm0239598,Anna Dubrovskaya,1972,\N,actress
nm0239764,Caroline Ducey,1976,\N,actress
nm0239768,John Ducey,1969,\N,"actor,writer,producer"
nm0240147,Mary Rachel Quinn,1963,\N,"actress,producer,director"
nm0241049,Josh Duhamel,1972,\N,"actor,writer,miscellaneous"
nm0241173,Clark Duke,\N,\N,"actor,director,producer"
nm0241383,Antoine Duléry,1959,\N,"actor,soundtrack,director"
nm0241663,José Dumont,1950,\N,actor
nm0241871,Roger Dunbar,\N,\N,"actor,writer,miscellaneous"
nm0242061,Paula Duncan,1952,\N,"actress,writer,producer"
nm0242063,Peter Duncan,1954,\N,"actor,writer,director"
nm0242257,Merrin Dungey,1971,\N,"actress,producer"
nm0243024,Rosemary Dunsmore,1952,\N,actress
nm0243355,Albert Dupontel,1964,\N,"actor,director,writer"
nm0243491,Karl-Patrice Dupuis,\N,\N,"actor,miscellaneous"
nm0244327,Dorra Zarrouk,1980,\N,"actress,writer,animation_department"
nm0244459,Pau Durà,1972,\N,"actor,director,writer"
nm0244460,Antonio Durán 'Morris',1959,\N,"actor,miscellaneous"
nm0244696,Marta Dusseldorp,1973,\N,"actress,producer,writer"
nm0244851,Thomas Dutronc,1973,\N,"soundtrack,actor,composer"
nm0244864,Anjan Dutt,1953,\N,"actor,director,writer"
nm0244890,Divya Dutta,1971,\N,"actress,music_department,miscellaneous"
nm0244900,Rajatabha Dutta,1967,\N,"actor,music_department"
nm0244906,Subrat Dutta,1975,\N,actor
nm0245145,Wayne Duvall,1958,\N,"actor,miscellaneous"
nm0245164,Nicolas Duvauchelle,1980,\N,actor
nm0245223,Dawn DuVurger,\N,\N,"make_up_department,actress,script_department"
nm0245543,Terri Dwyer,1973,\N,"actress,producer,casting_department"
nm0245612,Lech Dyblik,1956,\N,"actor,soundtrack"
nm0245696,Catherine Dyer,\N,\N,"actress,producer,miscellaneous"
nm0245919,Anna Dymna,1951,\N,actress
nm0245988,Trine Dyrholm,1972,\N,"actress,soundtrack,director"
nm0246055,Richard Dyszel,1947,\N,"actor,producer,director"
nm0246418,Miriam Díaz-Aroca,1962,\N,"actress,soundtrack"
nm0246451,Javier Díaz Dueñas,\N,\N,"actor,director,location_management"
nm0246545,Chico Díaz,1959,\N,"actor,director,writer"
nm0247135,Sherrice Eaglin,\N,\N,"actress,miscellaneous"
nm0247143,Bobbie Eakes,1961,\N,"actress,soundtrack"
nm0247407,Ryan Early,1979,\N,actor
nm0247579,Leslie Easterbrook,1949,\N,"actress,soundtrack,producer"
nm0248254,Eriq Ebouaney,1967,\N,actor
nm0248397,Mercedes Echerer,1963,\N,"actress,soundtrack"
nm0248981,Gregg Edelman,1958,\N,"actor,soundtrack,miscellaneous"
nm0249897,Cory Edwards,1968,\N,"writer,actor,director"
nm0250035,Harry Edwards,1942,\N,actor
nm0250070,James L. Edwards,1972,\N,"actor,producer,writer"
nm0250180,Luke Edwards,1980,\N,"actor,producer,director"
nm0250505,Eek-A-Mouse,1957,\N,"soundtrack,actor"
nm0251139,Yôsuke Eguchi,1967,\N,actor
nm0251519,David C. Eichhorn,\N,\N,"sound_department,editor,editorial_department"
nm0251656,Gard B. Eidsvold,1966,\N,"actor,producer"
nm0251664,Bruno Eyron,1964,\N,"actor,producer"
nm0251963,Rich Eisen,1969,\N,"writer,producer,actor"
nm0251986,Jesse Eisenberg,1983,\N,"actor,writer,producer"
nm0252286,Stina Ekblad,1954,\N,"actress,soundtrack"
nm0252640,Ahmad El-Fishawi,1980,\N,"actor,director,writer"
nm0252677,Darina Al Joundi,\N,\N,"actress,assistant_director"
nm0252728,Khaled Nabawy,1966,\N,actor
nm0252733,Rachid El Ouali,\N,\N,"actor,director,producer"
nm0252753,Khaled El-Sawi,1963,\N,"actor,assistant_director"
nm0252813,Hayat Al Fahad,1948,\N,"actress,writer"
nm0252922,Kevin Elam,\N,\N,"visual_effects,producer"
nm0252961,Idris Elba,1972,\N,"actor,producer,writer"
nm0253097,Steven Elder,\N,\N,"actor,writer,producer"
nm0253219,Ferenc Elek,1974,\N,actor
nm0253835,Karen Elkin,1974,\N,"actress,writer,soundtrack"
nm0254074,Gundi Ellert,1951,\N,"actress,soundtrack"
nm0254176,Sue Elliott-Nichols,\N,\N,actress
nm0254735,Bret Easton Ellis,1964,\N,"writer,director,producer"
nm0255184,Dawne Ellison,\N,\N,actress
nm0256173,Louis Emerick,\N,\N,actor
nm0256297,Gideon Emery,\N,\N,"actor,writer,producer"
nm0256628,Akira Emoto,1948,\N,"actor,soundtrack,director"
nm0256890,Lena Endre,1955,\N,"actress,writer,producer"
nm0257249,Rick Engelkes,1959,\N,"actor,producer,writer"
nm0257518,Tod Engle,1957,\N,"actor,producer,sound_department"
nm0257844,Cas Enklaar,1943,2022,"actor,writer,director"
nm0257917,Alfred Enoch,1988,\N,actor
nm0257934,Takaaki Enoki,1956,\N,actor
nm0258199,Jayne Entwistle,\N,\N,actress
nm0258268,Richard Epcar,1955,\N,"actor,miscellaneous,writer"
nm0258272,Károly Eperjes,1954,\N,"actor,director,writer"
nm0258751,John Erdman,\N,\N,"actor,miscellaneous"
nm0258885,Michael Erger,\N,\N,"actor,producer,director"
nm0259472,Altan Erkekli,1955,\N,actor
nm0259695,Gustav Ernst,\N,\N,"writer,actor"
nm0259762,Tommi Eronen,1968,\N,"actor,soundtrack"
nm11382272,Landan Cleary,\N,\N,actor
nm11382592,Matakari Mangli,\N,\N,"actress,music_department"
nm11382593,Jackie Thota,\N,\N,actor
nm11382623,Shuai Liu,\N,\N,actor
nm11382813,Gabriel Gunerius Fevang,\N,\N,actor
nm11382882,Amit Gupta,\N,\N,actor
nm11383347,Bailey Blanchard,\N,\N,actress
nm11383348,Sydney Beardmore,\N,\N,actress
nm11383350,Emma Johnston,\N,\N,actress
nm11383351,Harley Davis,\N,\N,actress
nm11383352,Riley McGlone,\N,\N,actor
nm11383353,Chloe Fletcher,\N,\N,actor
nm11384651,Djeuko Ngouabe Dany Brice,\N,\N,
nm11384652,Farsi Arghawan,\N,\N,
nm11384653,Gerard Hugo,\N,\N,
nm11384654,Gromoll Margo Aidan,\N,\N,
nm11384660,Mavrikis Judene,\N,\N,
nm11384661,Penalver Holly,\N,\N,
nm11384662,Peters-Wunnenberg Joschka,\N,\N,
nm11384664,Trauffler Cristina,\N,\N,
nm11385044,Haris Pamuk,\N,\N,actor
nm11385055,Merril Barden,\N,\N,actress
nm11385056,Andy Derleth,\N,\N,actor
nm11385057,Ty Baxley,\N,\N,actor
nm11385061,Grace Agne,\N,\N,actress
nm11385071,Sarah Edwards,\N,\N,actress
nm11385213,Poe Mamhe Thar,\N,\N,actress
nm11385214,May Thizar Oo,\N,\N,actress
nm11385545,Kaaleeraq Andersen,\N,\N,
nm11385550,Ane Marie Andersen,\N,\N,
nm11385555,Erneeraq Andersen,\N,\N,
nm11385579,Ole Andersen,\N,\N,
nm11385580,Pierre André Auzias,\N,\N,
nm1138590,Natasha Wanganeen,1984,\N,"actress,writer,producer"
nm1138601,Denise Waterman,\N,\N,actress
nm1138607,Anne Weinknecht,1977,\N,"actress,miscellaneous"
nm11386267,Balachandra Gaekwad,\N,\N,actor
nm11386268,Abhijit Kende,\N,\N,actor
nm11386269,Mugdha Karnik,\N,\N,actress
nm1138642,Adinia Wirasti,1986,\N,actress
nm1138653,Danielle Woodman,\N,\N,actress
nm11386658,Paul Reisman,\N,\N,actor
nm11386761,Meelo Eliisabet Kriisa,\N,\N,actress
nm11386881,Zachary Dalton,\N,\N,actor
nm11386882,Alex Tinker,\N,\N,actress
nm11386883,Connor Dowley,\N,\N,actor
nm11386884,Drucilla Phenix,\N,\N,actress
nm11386885,Jaylen Browder,\N,\N,"actor,sound_department"
nm11386886,Jordyn Damato,\N,\N,actress
nm11386887,David Crankshaw,\N,\N,actor
nm1138796,Pablo Abitia,\N,\N,"actor,editor"
nm1138805,Keegan Allen,1989,\N,actor
nm11388485,Lyne Ramadan,\N,\N,actress
nm11388486,Fouad Mahouly,\N,\N,actor
nm11388854,Mizuki Saiba,1999,\N,actress
nm11389022,Andy Chapman,\N,\N,
nm11389262,RoflGuy21 Guy,\N,\N,"actor,writer,cinematographer"
nm11389263,Brando,\N,\N,actor
nm11389264,Aidan,\N,\N,actor
nm11389271,DerpyFox Gaming,\N,\N,actor
nm11389274,Skull Crusher,\N,\N,actor
nm11389335,Alacia James,\N,\N,actress
nm11389573,Mariandrea Cesari,\N,\N,actress
nm11389856,Sergey Lisovskiy,\N,\N,actor
nm11390011,Jennifer Small,\N,\N,"actor,set_decorator"
nm11390012,Kelley Sadlowski,\N,\N,actress
nm11390498,Pablo Diego Garcia,\N,\N,actor
nm11391152,Derrik Wynn,\N,\N,actor
nm11391153,Chinook,\N,\N,actress
nm11391154,Kenny Campos,\N,\N,actor
nm11391155,Steven Alexander,\N,\N,actor
nm11391259,Petar Milosevic,\N,\N,actor
nm11391260,Goran Koljanin,\N,\N,actor
nm11391357,Florencia San Roman,\N,\N,
nm11391903,G. Anil Kumar,\N,\N,actor
nm11391905,Arunvikkirala,\N,\N,actor
nm11391908,A. Naveen Kumar,\N,\N,actress
nm11391909,G. Mubaraka Dawood,\N,\N,actor
nm11391915,Lochan Rishi Koduri,\N,\N,actor
nm11391916,Kancherapalemkeshav,\N,\N,actor
nm1139204,Santi Prego,1962,\N,actor
nm11392183,Kauthar Kang'ethe,\N,\N,actress
nm11392184,Nyawira Alison,\N,\N,"actress,composer"
nm11392254,Shaunii Arcé,\N,\N,actress
nm11392280,Oriol Llobet,\N,\N,actor
nm11392288,Marian Dorantes,\N,\N,actress
nm11392332,Noelia Castro,\N,\N,actress
nm11392463,Ferdinand Leclère,\N,\N,actor
nm1139258,Erin Sanders,1991,\N,actress
nm11392742,Dylan Watson,\N,\N,"director,actor,writer"
nm11392750,Indiya Bradley,\N,\N,actress
nm11393008,Aarni Ruuhimäki,\N,\N,actor
nm11393009,Ville Viinikainen,\N,\N,actor
nm11393071,Dmitry Puchkov,\N,\N,actor
nm11393072,Preston Turner White,\N,\N,actor
nm11393432,Debra Eddy,\N,\N,"actress,camera_department"
nm1139343,Katt Williams,1973,\N,"actor,writer,producer"
nm11393628,Eden Ellenberg,\N,\N,actor
nm11393651,Lila Grayson,\N,\N,actress
nm11393690,Jaxon Blumenthal,\N,\N,actor
nm11393856,Muriel Di Pietro,\N,\N,"producer,actress"
nm11393926,Abhilaash,\N,\N,actor
nm1139393,Stefania Bogo,\N,\N,actress
nm11394145,Vanessa Rae Robinson,\N,\N,"actress,music_department,producer"
nm11394193,Margareta Mara,\N,\N,actress
nm11394194,Sean Johnston,\N,\N,actor
nm11394195,Jack Bilsland-Hill,\N,\N,actor
nm11394406,Dean Christian,\N,\N,"actor,producer,director"
nm11394493,Nino Mallia,\N,\N,
nm11394699,Valentin Malguy,\N,\N,actor
nm11395026,Fouziee,1996,\N,actress
nm11395249,Gerry Goodman,\N,\N,actor
nm11395310,Ilya Fedyaev,\N,\N,"director,actor,writer"
nm11395311,Konstantin Zhukov,\N,\N,actor
nm11395312,Natalia Fedyaeva,\N,\N,actor
nm11395356,Randi Diamond,\N,\N,
nm11395357,Howard Eison,\N,\N,
nm11395457,Michael Cendejas,\N,\N,actor
nm11396173,Melissa Chan,\N,\N,actress
nm11396343,Aditya Pratap Singh Raghuvanshi,\N,\N,"producer,actor,writer"
nm11396426,Xiaofei Sun,\N,\N,actor
nm11396427,Junxian Li,\N,\N,actress
nm11396439,Vikram Shiva,\N,\N,actor
nm11396621,Minal Patil,\N,\N,actor
nm11396690,Ádám Fábri,\N,\N,
nm11396691,Dénes Fábri,\N,\N,
nm11396692,Istvánné Farkas,\N,\N,
nm11396693,Lászlóné Fazekas,\N,\N,
nm11396839,Anita Asuoha,\N,\N,actress
nm11396841,Nkechi Blessing,\N,\N,"actress,producer"
nm11396844,Bianca Ugo,\N,\N,actress
nm11396849,Hadiza Blell,\N,\N,actress
nm11396945,Ploypailin Thangprapaporn,\N,\N,actress
nm11397172,Nabil Aqil,\N,\N,actor
nm11397173,Ika Nabella,\N,\N,actress
nm11397605,Gülseren Öten,\N,\N,actress
nm11397606,Burak Ari,\N,\N,actor
nm11397899,Gustavo Garcez,\N,\N,actor
nm11397900,Bruno Santaella,\N,\N,actor
nm11398656,Meghan Bridgers,\N,\N,actress
nm11398751,Shin Jae Hwi,\N,\N,actor
nm11399256,Max Rayshich,\N,\N,"actor,writer,director"
nm11399518,Iman Esmailpour,\N,\N,"actor,production_manager"
nm11399741,Alice Cardoso,\N,\N,actor
nm11399804,Dongik Yang,\N,\N,actor
nm11399805,Sunnie Kang,\N,\N,actress
nm11399806,Baksa Yang,\N,\N,actor
nm11400294,Rose Bustillos,\N,\N,actor
nm11400499,Dea Liane,\N,\N,actress
nm11400739,Allison Suzanne Bryer,\N,\N,actress
nm11401046,Sasha Grant,\N,\N,"actress,writer"
nm11401329,Jean-Paul Harriette,\N,\N,actor
nm11401331,Will Tile,1987,\N,actor
nm11401454,Konstantinos Litskas,\N,\N,actor
nm11401455,Antonis Manolopoulos,\N,\N,"actor,camera_department,miscellaneous"
nm11401456,Aggeliki Tsapara,\N,\N,"costume_designer,set_decorator,actress"
nm11401457,Christine Alimbranti,\N,\N,actress
nm11401458,Takis Nafpliotis,\N,\N,"actor,cinematographer"
nm1140146,Gino Castaldo,1950,\N,"actor,music_department"
nm11401482,Evgenios Gketseras,\N,\N,actor
nm11401483,Maria Aikaterina Kalampouridou,\N,\N,actress
nm1140161,Josh Eichenbaum,\N,\N,"sound_department,actor,camera_department"
nm11401779,Yuta Iiyama,1996,\N,actor
nm11401781,Keiko Yagi,\N,\N,actress
nm11402103,Nicky Doll,1991,\N,actor
nm11402112,Meike Finck,\N,\N,actress
nm11402692,Sean Jones,\N,\N,"sound_department,actor"
nm11402843,Ludovica Francesconi,\N,\N,actress
nm11402844,Gaja Masciale,\N,\N,actress
nm11403126,Siva,\N,\N,actor
nm11403128,Rayer,\N,\N,actor
nm1140344,Rupert Evans,1976,\N,"actor,director,soundtrack"
nm11403719,Mintaka Brower,\N,\N,"actor,cinematographer,director"
nm11403932,Lorenzo Williams,\N,\N,"actor,producer,writer"
nm11404380,Los Iglesias,\N,\N,actor
nm11404506,Furkan Karaca,\N,\N,actor
nm11404628,Karthik Rao,\N,\N,actor
nm11404632,Bharat Bopanna,\N,\N,actor
nm11404635,Kristin Braun,\N,\N,actress
nm11404636,Cinzia Rizzo,\N,\N,actress
nm11404637,Justus Rämisch,\N,\N,actor
nm11404638,Dorothea Schrader,\N,\N,actress
nm11404641,Channappa Huddar,\N,\N,actor
nm11404642,Divya Wagukar,\N,\N,actress
nm11404643,Sachin Thimmaiah,\N,\N,actor
nm11404663,Reece Connolly,\N,\N,actor
nm11404704,Aman Mishra,\N,\N,actor
nm11404705,Laxmi Narayan Bhatt,\N,\N,actor
nm11404707,Sanjeev Kumar,\N,\N,actor
nm11404982,Darko Markov,\N,\N,
nm11404983,Milenko Radosavljevic,\N,\N,
nm11404984,Goran Pavlovic,\N,\N,
nm11404985,Vladica Milosavljevic,\N,\N,
nm11405078,Alem Hatibovic,\N,\N,
nm11405154,Martin Taz Hopkins,\N,\N,actor
nm11405155,Lorre Harris,\N,\N,actress
nm11405156,Greg Harper,\N,\N,actor
nm11405157,Earl Harden,\N,\N,actor
nm11405211,Dalibor Danicic,\N,\N,
nm11405269,Kailin Wang,\N,\N,"actress,miscellaneous"
nm11405483,Dustin Samman,\N,\N,actor
nm11405485,Lisa Cates,\N,\N,actress
nm11405486,David Salone,\N,\N,actor
nm11405488,Danny Allegretti,\N,\N,actor
nm11405489,Amy Sheridan,\N,\N,actress
nm11405491,Renie Haiduk,\N,\N,actress
nm11405492,Isaiah Sandoval,\N,\N,actor
nm11405742,Mark Fernka,\N,\N,actor
nm11405769,Rajeev Kaithwar,\N,\N,actor
nm11405772,Julio Martins,\N,\N,actor
nm11406222,Le Loc,\N,\N,actress
nm11406373,Muhamad Yahya Nur Ibrahim,\N,\N,actor
nm1140656,Assol Abdullina,\N,\N,"actress,producer,miscellaneous"
nm11406635,Lumière Mbilizi,\N,\N,"actor,producer,director"
nm11406768,Akansha Ranjan Kapoor,1993,\N,actress
nm11406867,Lam Sheung,\N,\N,actor
nm11406919,Anezka Pithartová,\N,\N,actress
nm11406920,Sabina Dlouhá,\N,\N,
nm11406949,Maxime Diemer,\N,\N,actress
nm11407115,Gabriel Buitrago,\N,\N,actor
nm1140716,Anthony Aquarius,\N,\N,"actor,composer"
nm11407256,Gili Basson,\N,\N,
nm11407810,Holly Irgen,\N,\N,"actress,miscellaneous,casting_department"
nm11407813,Mudibu Bisengeta,\N,\N,"actor,director,producer"
nm11407814,Mwasimuke Mulumba,\N,\N,"actress,producer"
nm11407815,Salima Mbilizi,\N,\N,"actress,make_up_department"
nm11407816,Salama Mbilizi,\N,\N,"actress,make_up_department"
nm11407817,Apolina Mbilizi,\N,\N,"actor,make_up_department"
nm11407972,Harold Ellis,\N,\N,actor
nm11407973,Charlie Woodruff,\N,\N,actress
nm11407999,Erin Brown,\N,\N,
nm11408000,Justin Brown,\N,\N,
nm11408456,Drishya Dinesh,\N,\N,actress
nm11409115,Dastaan S. Sedghi,\N,\N,actor
nm11409116,Helmut Dasing,\N,\N,actor
nm11409236,Veronica Sheaffer,\N,\N,actress
nm11409371,Philip Harker,\N,\N,actor
nm1140952,Matt Bushell,1974,\N,"actor,producer,director"
nm11410051,Rasheen Davis,\N,\N,actor
nm11410173,Amy Osborne,\N,\N,actress
